epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,21034.4,1.73342,0.78734,0.00189,0.96067,0.81863,0.91755,0.47492,1.59295,0.67298,0.00232,0.00103437,0.00103437,0.00103437
25,21833,1.72946,0.76719,0.00189,0.8996,0.89375,0.92939,0.4651,1.57548,0.64721,0.00228,0.00100687,0.00100687,0.00100687
26,22647.6,1.7119,0.76136,0.00186,0.90095,0.84803,0.90758,0.46066,1.58984,0.64907,0.00229,0.000979362,0.000979362,0.000979362
27,23449.6,1.70697,0.76649,0.00185,0.93923,0.83601,0.90525,0.47305,1.57563,0.62837,0.00224,0.000951857,0.000951857,0.000951857
28,24258,1.70817,0.76743,0.00184,0.88799,0.82039,0.91813,0.47043,1.57222,0.65721,0.00226,0.000924352,0.000924352,0.000924352
29,25056.5,1.72622,0.75523,0.00185,0.92882,0.8486,0.91867,0.47874,1.58269,0.63015,0.00227,0.000896846,0.000896846,0.000896846
30,25867.9,1.68321,0.74603,0.00183,0.94985,0.84617,0.92866,0.49296,1.53754,0.60459,0.00219,0.00086934,0.00086934,0.00086934
31,26689.1,1.69819,0.74886,0.00181,0.94279,0.84731,0.91949,0.47178,1.5636,0.63112,0.00227,0.000841835,0.000841835,0.000841835
32,27511.8,1.67884,0.73016,0.00179,0.96066,0.8465,0.92826,0.48529,1.51819,0.60362,0.00217,0.000814329,0.000814329,0.000814329
33,28327.5,1.6715,0.71807,0.00177,0.87826,0.86789,0.90829,0.47434,1.52965,0.62282,0.00219,0.000786824,0.000786824,0.000786824
34,29143,1.64945,0.71437,0.00174,0.91332,0.888,0.9291,0.4821,1.52245,0.58807,0.00216,0.000759318,0.000759318,0.000759318
35,29969.1,1.65452,0.69755,0.00178,0.91847,0.85395,0.91453,0.47874,1.53761,0.60801,0.00221,0.000731813,0.000731813,0.000731813
36,30798.8,1.64797,0.68918,0.00175,0.91848,0.87758,0.92017,0.47801,1.54431,0.59693,0.00221,0.000704307,0.000704307,0.000704307
37,31635.3,1.63532,0.68077,0.00178,0.92159,0.85965,0.92329,0.48534,1.53654,0.6062,0.00219,0.000676802,0.000676802,0.000676802
38,32461.8,1.64186,0.67624,0.00175,0.94876,0.88328,0.92971,0.48362,1.5457,0.60334,0.0022,0.000649297,0.000649297,0.000649297
39,33297.3,1.6384,0.67862,0.00174,0.91716,0.85417,0.90141,0.48095,1.53815,0.58556,0.0022,0.000621791,0.000621791,0.000621791
40,34142.8,1.63805,0.67996,0.00173,0.8916,0.84515,0.91847,0.49197,1.5048,0.59365,0.00214,0.000594286,0.000594286,0.000594286
41,34988.5,1.60645,0.66597,0.0017,0.91176,0.87015,0.92807,0.49417,1.50849,0.5839,0.00215,0.00056678,0.00056678,0.00056678
42,35832.2,1.60441,0.64811,0.00171,0.88265,0.89692,0.92089,0.48522,1.5344,0.57871,0.0022,0.000539275,0.000539275,0.000539275
43,36659.8,1.62297,0.65817,0.0017,0.94363,0.88062,0.93734,0.49746,1.50114,0.57211,0.00214,0.000511769,0.000511769,0.000511769
44,37489.5,1.61053,0.65606,0.00167,0.92926,0.8425,0.9216,0.49344,1.50605,0.56759,0.00215,0.000484263,0.000484263,0.000484263
45,38324.3,1.59173,0.64028,0.00165,0.88117,0.87781,0.91684,0.48685,1.49801,0.57723,0.00213,0.000456758,0.000456758,0.000456758
46,39150.7,1.5944,0.65677,0.00169,0.92259,0.87606,0.92475,0.49325,1.50981,0.57005,0.00215,0.000429253,0.000429253,0.000429253
47,39981.9,1.5867,0.63839,0.00167,0.92963,0.8848,0.93387,0.49413,1.5248,0.57244,0.00217,0.000401747,0.000401747,0.000401747
48,40801.5,1.58178,0.6282,0.00164,0.94262,0.87133,0.93576,0.49135,1.50384,0.56273,0.00214,0.000374242,0.000374242,0.000374242
49,41734.3,1.57339,0.61535,0.00163,0.89611,0.88072,0.92821,0.48191,1.51368,0.57098,0.00216,0.000346736,0.000346736,0.000346736
50,42788.7,1.56839,0.61807,0.00163,0.90486,0.86748,0.91995,0.48357,1.49848,0.56931,0.00213,0.000319231,0.000319231,0.000319231
51,43723.5,1.51402,0.56238,0.00192,0.8797,0.8408,0.90246,0.48175,1.51998,0.57997,0.00217,0.000291725,0.000291725,0.000291725
52,44585.7,1.49926,0.56181,0.00186,0.89095,0.87205,0.91513,0.47947,1.53214,0.5879,0.00218,0.00026422,0.00026422,0.00026422
53,45444.3,1.49727,0.54783,0.00186,0.91053,0.86521,0.92254,0.4886,1.51979,0.5787,0.00216,0.000236714,0.000236714,0.000236714
54,46557,1.47307,0.52792,0.00185,0.94373,0.84762,0.92897,0.49383,1.51899,0.57792,0.00215,0.000209209,0.000209209,0.000209209
55,47441.8,1.4819,0.53264,0.00186,0.92424,0.86419,0.92165,0.49134,1.52631,0.5787,0.00216,0.000181703,0.000181703,0.000181703
